scrh_id,iDCG
394,31.0
395,31.0
396,1.0
398,1.0
399,1.0
400,31.0
401,31.0
405,31.0
406,1.0
408,1.0
409,31.0
410,31.0
411,31.0
412,1.6309297535714575
413,31.0
416,1.0
418,31.0
419,31.0
423,32.13092975357146
424,31.0
425,1.0
427,1.0
428,31.0
429,1.0
431,31.0
432,1.0
433,31.0
434,31.0
435,31.0
436,1.0
438,31.0
439,31.0
441,31.0
442,1.0
444,31.0
447,31.0
452,31.0
453,1.0
455,1.0
458,31.0
460,31.0
461,31.630929753571458
462,31.0
466,1.0
468,31.0
469,31.0
471,31.0
472,31.0
474,31.0
476,31.0
477,31.0
478,31.0
479,31.0
480,31.0
483,1.0
484,3.637999639320748
486,31.0
489,31.0
490,1.0
491,31.0
497,31.0
498,31.0
500,1.0
501,31.0
507,31.0
508,31.0
509,31.0
511,1.0
512,31.0
513,1.0
516,1.0
517,1.0
518,31.0
520,31.0
521,31.0
522,31.0
523,31.0
524,31.0
527,31.0
528,31.0
529,31.0
530,31.0
531,31.0
533,31.0
535,31.0
536,31.0
539,31.0
540,31.0
545,1.0
547,31.0
548,1.0
549,1.0
551,1.0
553,31.0
555,31.0
556,31.630929753571458
557,31.0
558,31.0
559,31.0
560,31.0
562,1.0
563,31.0
564,31.0
565,31.630929753571458
566,31.0
567,31.630929753571458
569,31.0
570,31.0
571,1.0
573,31.0
574,1.0
575,31.0
576,31.0
578,31.0
579,31.0
580,1.0
581,31.0
582,2.1309297535714578
583,31.0
585,31.0
586,31.0
587,31.0
588,31.630929753571458
589,31.0
590,31.0
592,1.0
594,31.630929753571458
595,1.0
597,31.0
600,31.0
603,31.0
605,1.0
606,31.0
609,31.0
610,31.0
611,31.0
612,31.0
616,1.0
617,31.0
620,1.0
622,31.0
623,1.0
624,1.6309297535714575
625,31.0
626,31.0
627,1.0
629,1.0
630,1.0
631,1.0
632,1.0
633,31.0
634,1.0
636,31.0
640,31.0
642,31.0
643,1.0
644,1.0
645,32.13092975357146
646,31.630929753571458
648,1.0
649,31.0
650,1.0
652,31.0
662,31.0
663,1.0
665,31.0
667,31.0
669,31.0
672,1.0
675,32.13092975357146
678,1.0
679,31.0
680,31.0
681,31.0
683,31.630929753571458
685,31.630929753571458
686,31.0
687,31.0
688,31.0
690,31.0
693,1.0
694,31.0
695,31.0
696,31.0
698,31.0
699,1.0
700,1.0
702,1.0
703,31.0
706,31.0
707,31.0
708,1.0
709,1.0
710,31.0
712,31.630929753571458
717,31.0
719,31.0
721,31.0
724,31.0
726,31.0
727,32.13092975357146
728,31.0
729,31.0
730,1.0
733,1.0
740,31.0
741,31.0
742,1.0
743,1.0
744,31.0
745,31.0
747,1.0
750,31.0
751,31.0
752,1.0
757,31.0
759,31.630929753571458
763,31.0
765,1.0
766,31.0
767,1.0
769,31.0
770,31.0
773,31.0
774,31.0
779,31.0
780,31.0
781,1.6309297535714575
782,1.0
786,31.630929753571458
787,31.0
791,31.0
794,31.0
795,31.0
796,31.0
803,1.6309297535714575
804,31.0
805,31.0
806,31.630929753571458
807,31.0
808,1.0
809,31.0
811,1.0
815,31.0
816,31.0
818,31.0
819,31.0
821,1.0
824,31.0
825,31.630929753571458
826,1.0
827,31.0
828,31.0
829,31.0
831,31.0
832,1.0
833,31.0
834,31.0
835,1.0
836,31.0
837,1.0
839,31.0
840,1.0
843,31.0
844,1.0
846,31.0
848,1.0
850,31.0
851,31.0
853,1.6309297535714575
855,31.0
856,31.0
857,31.0
859,31.0
860,31.630929753571458
862,1.0
863,1.0
864,31.0
867,1.0
870,1.6309297535714575
872,31.0
873,31.0
874,1.0
875,1.0
877,31.0
878,1.0
879,1.0
881,31.0
882,31.0
883,31.0
885,31.0
887,31.0
888,1.0
891,1.0
892,31.0
893,1.0
896,31.0
897,31.0
898,31.0
899,31.0
902,1.0
904,31.0
905,1.0
906,31.0
907,1.0
909,31.0
910,31.0
912,31.0
913,1.0
914,1.0
915,1.0
916,31.0
917,31.0
918,31.0
919,31.0
921,1.0
922,1.0
923,31.0
925,31.0
926,1.0
927,31.0
928,31.0
929,31.0
932,1.0
934,31.630929753571458
935,31.0
936,31.0
938,1.0
940,31.0
941,1.0
942,1.0
943,32.13092975357146
944,31.0
946,31.0
947,31.0
948,31.0
949,31.630929753571458
950,1.0
951,31.0
952,1.0
953,31.0
955,31.0
956,1.0
958,31.0
961,1.0
962,31.0
964,31.0
968,31.0
969,31.0
972,1.0
974,31.0
976,31.0
978,1.6309297535714575
979,1.0
981,1.0
982,1.0
983,1.0
986,31.0
989,1.0
990,31.0
993,31.0
997,31.0
998,31.0
999,1.0
1002,31.0
1004,1.0
1006,31.0
1007,31.0
1008,31.0
1009,31.0
1010,1.0
1011,31.0
1012,31.0
1014,1.0
1016,31.0
1017,1.0
1018,31.0
1019,31.0
1020,31.0
1021,31.0
1023,1.0
1024,1.0
1026,31.0
1027,31.0
1029,31.0
1030,31.0
1032,31.0
1033,31.0
1035,31.0
1036,31.0
1038,31.0
1040,31.0
1041,1.0
1042,31.630929753571458
1043,1.0
1046,1.0
1048,1.0
1050,31.0
1051,31.0
1052,1.0
1053,31.0
1054,31.0
1056,31.0
1059,31.0
1061,1.0
1062,31.0
1063,31.0
1064,1.0
1066,31.0
1067,1.0
1068,31.0
1069,31.0
1070,31.0
1075,31.0
1077,31.0
1080,31.0
1082,31.0
1084,31.0
1085,31.0
1089,31.0
1092,1.0
1093,31.0
1094,1.0
1096,31.0
1098,31.630929753571458
1099,1.0
1101,1.0
1102,1.0
1104,31.0
1105,1.0
1106,31.0
1108,31.0
1109,31.0
1110,1.6309297535714575
1112,31.0
1113,1.0
1115,31.0
1116,31.0
1117,1.6309297535714575
1119,1.0
1120,31.0
1121,31.0
1122,31.0
1123,31.0
1124,31.0
1125,1.0
1126,31.0
1129,31.0
1131,31.0
1133,31.0
1135,31.0
1138,31.0
1139,31.0
1140,32.94845911887939
1142,1.0
1143,1.0
1145,31.0
1148,31.0
1149,31.0
1151,31.0
1153,31.0
1155,31.0
1156,1.0
1157,1.0
1158,31.0
1159,2.1309297535714578
1160,1.0
1161,31.0
1167,31.0
1168,31.0
1169,1.0
1171,1.0
1174,31.630929753571458
1175,31.0
1176,31.0
1182,31.0
1185,31.0
1187,31.0
1188,1.0
1192,1.0
1193,31.0
1194,1.0
1195,31.0
1196,31.0
1198,31.0
1200,31.0
1201,1.6309297535714575
1204,1.0
1205,31.0
1206,31.630929753571458
1207,1.0
1208,1.0
1209,31.0
1210,31.630929753571458
1211,31.0
1213,31.0
1215,1.0
1217,31.0
1218,1.0
1220,31.0
1221,31.0
1222,31.0
1224,1.0
1225,31.0
1226,31.0
1228,31.0
1229,31.0
1231,1.0
1232,1.0
1233,31.0
1235,1.0
1236,1.0
1237,31.0
1238,1.0
1239,31.0
1240,31.0
1241,1.0
1245,32.13092975357146
1247,31.0
1248,31.0
1249,1.0
1251,31.0
1253,31.0
1254,31.0
1255,1.0
1256,31.0
1258,1.0
1259,31.0
1260,1.0
1261,1.0
1262,31.0
1264,31.0
1265,1.0
1267,31.0
1270,31.0
1271,31.0
1272,31.0
1274,1.0
1275,1.0
1276,31.0
1277,31.0
1278,31.0
1279,31.0
1282,1.0
1285,1.0
1286,31.0
1287,31.0
1288,31.0
1290,31.0
1291,31.0
1295,31.0
1296,1.0
1297,31.0
1299,31.0
1301,1.0
1305,31.0
1306,1.0
1307,1.0
1308,31.0
1310,31.0
1314,31.0
1316,1.0
1317,31.0
1318,31.0
1320,31.0
1321,31.0
1323,1.0
1324,31.0
1325,31.0
1326,1.0
1327,31.0
1328,1.0
1329,1.0
1331,32.13092975357146
1336,31.0
1337,31.0
1338,1.0
1344,31.0
1345,1.0
1346,31.0
1347,31.0
1348,31.0
1349,31.0
1350,31.0
1352,31.0
1353,31.0
1354,1.0
1355,31.0
1356,1.0
1357,31.0
1358,31.0
1360,31.0
1362,31.0
1366,31.0
1369,1.6309297535714575
1373,31.0
1374,1.0
1375,1.0
1376,31.0
1379,31.0
1381,31.0
1382,1.0
1384,31.0
1385,31.0
1388,31.0
1389,31.0
1390,1.0
1391,31.0
1392,31.0
1397,1.0
1398,31.0
1401,31.0
1403,31.0
1406,31.0
1408,31.0
1409,31.0
1414,1.0
1415,31.0
1417,31.0
1420,31.0
1423,1.0
1424,31.0
1425,31.0
1426,1.0
1428,2.9484591188793923
1430,31.0
1432,1.6309297535714575
1433,31.0
1434,31.0
1436,31.0
1437,1.0
1438,31.0
1439,31.0
1440,31.0
1443,31.0
1447,31.0
1448,31.0
1449,1.0
1450,1.0
1451,1.0
1454,31.0
1458,31.0
1460,31.0
1463,1.0
1464,31.0
1465,31.0
1468,31.0
1470,31.0
1471,31.0
1473,1.0
1474,31.0
1475,1.0
1477,31.0
1479,31.0
1480,1.0
1482,31.0
1483,31.0
1484,31.0
1485,31.630929753571458
1486,31.0
1487,1.0
1489,1.0
1490,31.0
1494,31.0
1495,31.0
1497,1.0
1498,31.0
1499,1.0
1500,31.0
1501,31.0
1502,31.0
1503,31.0
1504,31.0
1505,31.0
1506,1.0
1507,31.0
1508,1.0
1509,31.0
1511,1.0
1512,31.0
1513,31.0
1515,1.0
1516,31.0
1517,31.0
1518,31.0
1519,1.0
1520,31.0
1521,31.0
1523,31.0
1526,31.0
1527,1.0
1529,3.637999639320748
1530,1.0
1531,31.0
1532,31.0
1533,1.0
1534,31.0
1535,31.0
1537,1.0
1538,31.0
1539,31.0
1540,1.0
1542,3.3046663059874146
1543,31.0
1544,1.0
1545,31.0
1551,1.0
1552,31.0
1555,31.0
1561,31.630929753571458
1562,31.0
1563,1.0
1564,31.0
1565,31.0
1569,1.0
1572,31.0
1573,31.0
1574,31.0
1577,31.0
1580,1.0
1581,1.0
1582,31.0
1583,31.0
1584,31.0
1585,32.13092975357146
1590,1.0
1591,1.0
1596,31.0
1600,31.0
1601,33.30466630598741
1602,1.0
1603,31.0
1604,31.630929753571458
1605,31.0
1606,1.0
1607,31.0
1608,31.0
1609,31.0
1610,31.0
1612,31.0
1614,1.0
1616,31.0
1618,31.0
1619,31.630929753571458
1621,31.0
1623,31.0
1626,31.0
1628,1.0
1629,1.0
1630,31.0
1631,1.0
1633,1.0
1634,31.0
1635,31.0
1636,1.0
1637,31.0
1639,31.0
1642,31.0
1644,31.0
1646,31.0
1647,1.0
1648,1.0
1649,31.0
1650,31.630929753571458
1651,1.0
1652,31.0
1654,31.0
1655,31.0
1656,1.0
1658,1.0
1659,31.0
1661,31.0
1662,31.0
1664,1.0
1665,31.0
1666,31.0
1670,1.0
1672,31.0
1673,31.0
1674,1.0
1678,1.0
1679,31.0
1680,31.0
1681,1.0
1682,31.0
1683,31.0
1684,1.0
1687,34.25449451177045
1689,1.0
1690,31.0
1696,31.630929753571458
1698,1.0
1699,1.0
1703,31.0
1705,31.0
1706,1.0
1709,1.0
1710,1.0
1713,31.0
1714,31.0
1715,31.0
1716,31.0
1717,1.0
1719,31.0
1722,31.0
1723,1.0
1724,31.0
1726,31.0
1728,31.0
1730,31.0
1731,31.0
1733,31.0
1736,1.0
1739,2.1309297535714578
1740,31.0
1742,1.0
1746,31.0
1748,31.0
1749,1.0
1750,31.0
1751,31.0
1752,31.0
1753,1.0
1754,31.0
1756,31.0
1759,31.0
1761,1.0
1763,31.0
1764,31.0
1765,31.0
1766,31.0
1769,1.0
1770,31.0
1771,31.0
1773,1.0
1775,31.0
1776,31.0
1777,31.0
1779,31.0
1782,31.0
1784,31.0
1785,31.0
1786,31.0
1787,31.0
1788,31.0
1789,31.0
1790,1.0
1792,1.0
1793,1.0
1794,1.0
1798,31.0
1799,31.0
1802,31.0
1803,1.0
1804,31.0
1808,31.0
1812,31.0
1813,31.0
1814,31.0
1818,31.0
1819,1.6309297535714575
1821,31.0
1824,31.0
1825,1.0
1826,31.0
1827,31.0
1830,1.0
1831,33.30466630598741
1832,31.0
1834,31.0
1835,31.0
1836,31.0
1837,31.0
1838,1.0
1839,31.0
1840,1.0
1843,31.0
1845,31.0
1846,1.0
1847,31.0
1848,1.0
1850,31.0
1852,31.0
1854,31.0
1855,31.0
1857,31.0
1858,31.0
1860,31.0
1861,1.0
1862,31.0
1864,31.0
1865,31.0
1867,31.0
1868,31.0
1871,31.0
1872,31.0
1874,31.0
1876,31.0
1877,31.0
1879,1.0
1880,1.0
1881,31.0
1884,31.0
1885,31.0
1886,31.0
1887,1.0
1888,1.0
1889,1.0
1890,1.0
1891,31.0
1892,31.0
1893,31.0
1894,1.0
1895,1.0
1896,1.0
1897,31.0
1899,31.0
1900,1.0
1901,1.0
1902,31.0
1903,1.0
1905,1.0
1906,31.0
1909,31.0
1911,31.0
1913,31.0
1915,31.0
1916,31.0
1917,31.0
1920,31.0
1922,31.630929753571458
1923,31.0
1924,1.0
1926,1.0
1927,1.0
1929,31.0
1931,31.0
1932,31.0
1933,31.0
1934,31.0
1935,31.0
1937,1.6309297535714575
1939,1.0
1940,31.0
1944,31.0
1945,1.0
1947,2.1309297535714578
1952,31.0
1955,31.0
1956,1.0
1959,1.0
1960,1.0
1961,31.0
1962,1.0
1964,31.0
1966,31.0
1967,31.0
1968,1.0
1969,1.0
1970,31.0
1972,31.0
1974,31.0
1975,1.0
1976,31.0
1979,1.0
1980,31.0
1982,31.0
1983,31.0
1984,31.0
1985,1.0
1987,1.0
1988,31.0
1990,1.0
1992,31.0
1993,31.0
1994,31.0
1996,31.0
1999,31.0
2000,31.630929753571458
2001,31.0
2002,31.0
2005,1.0
2006,1.0
2007,31.0
2008,31.0
2010,1.0
2013,1.0
2014,31.0
2015,1.0
2018,31.0
2019,1.0
2020,31.0
2021,31.0
2023,31.0
2024,31.0
2026,31.0
2027,31.0
2029,1.0
2030,31.0
2032,1.0
2033,1.0
2035,31.0
2039,31.0
2041,1.0
2049,1.0
2050,31.0
2052,31.630929753571458
2053,31.0
2055,31.0
2056,31.0
2059,1.0
2060,31.0
2061,31.0
2062,31.0
2063,31.0
2064,1.0
2065,1.0
2067,1.6309297535714575
2068,1.0
2069,31.630929753571458
2070,1.0
2071,32.13092975357146
2074,31.0
2075,1.0
2076,31.0
2079,31.0
2080,31.0
2081,31.0
2083,31.630929753571458
2084,31.0
2086,1.0
2087,31.0
2090,1.0
2091,1.0
2092,31.0
2093,2.1309297535714578
2096,31.0
2097,31.0
2098,31.0
2100,31.0
2101,1.0
2104,31.0
2105,31.0
2106,31.0
2107,31.0
2112,31.0
2113,1.0
2115,31.0
2116,31.0
2117,31.0
2119,31.0
2120,31.0
2121,1.0
2122,1.0
2123,1.0
2124,31.0
2125,31.0
2129,31.0
2130,1.0
2133,31.0
2135,31.0
2136,31.0
2137,31.0
2138,31.0
2140,1.0
2141,31.0
2145,31.0
2147,31.0
2150,1.0
2151,31.0
2153,31.0
2154,31.0
2155,1.0
2160,31.0
2161,31.0
2163,31.0
2165,31.0
2166,31.0
2167,31.0
2168,31.0
2169,1.0
2173,1.0
2175,1.0
2177,1.0
2178,31.0
2179,31.0
2180,31.0
2183,1.0
2185,31.0
2186,31.0
2187,31.0
2190,1.0
2195,31.0
2196,31.0
2198,31.0
2199,1.0
2200,1.0
2201,31.0
2202,1.0
2203,31.0
2204,31.0
2206,31.0
2207,31.630929753571458
2208,31.630929753571458
2210,1.0
2211,1.0
2212,1.0
2213,31.0
2218,1.0
2219,31.0
2221,31.0
2222,31.0
2225,31.0
2226,31.0
2227,1.0
2229,1.0
2231,1.0
2232,1.0
2233,31.0
2234,31.0
2235,31.0
2236,31.0
2238,1.0
2239,31.0
2240,31.0
2243,1.0
2245,31.0
2246,31.0
2247,6.812598133226559
2250,31.0
2251,31.0
2252,31.0
2255,31.0
2256,31.0
2261,31.0
2262,1.0
2263,31.0
2264,31.0
2265,1.0
2267,1.0
2268,31.0
2270,31.0
2271,31.0
2273,1.0
2274,1.0
2275,3.3046663059874146
2276,31.0
2279,31.630929753571458
2281,31.0
2283,1.0
2286,1.0
2288,31.0
2289,31.0
2290,31.0
2292,1.0
2296,31.0
2299,1.0
2300,31.0
2302,31.0
2305,1.0
2306,1.0
2310,31.0
2313,32.13092975357146
2315,31.0
2318,1.0
2319,31.0
2320,31.0
2321,31.0
2325,1.0
2327,31.0
2328,31.0
2330,31.0
2336,1.0
2337,31.0
2338,31.0
2339,31.0
2341,31.0
2342,1.0
2344,31.0
2347,31.0
2348,31.0
2350,31.0
2351,1.0
2352,31.0
2353,31.0
2355,31.0
2356,31.0
2357,31.0
2359,1.0
2360,1.0
2361,31.0
2362,1.0
2364,1.0
2366,31.0
2367,1.0
2369,31.0
2371,1.0
2373,1.0
2374,31.630929753571458
2378,31.0
2380,1.0
2383,31.0
2385,31.0
2386,31.0
2387,31.0
2388,31.0
2389,31.0
2390,31.0
2391,1.0
2392,1.0
2394,31.0
2395,1.6309297535714575
2396,31.0
2398,1.0
2399,31.0
2401,1.0
2402,31.0
2403,31.0
2404,31.0
2405,1.0
2407,31.0
2409,31.0
2410,1.6309297535714575
2412,31.0
2413,31.0
2414,1.0
2415,31.0
2418,31.0
2420,31.0
2421,31.0
2423,1.0
2425,31.0
2426,31.0
2428,31.0
2430,31.0
2433,1.0
2435,32.13092975357146
2438,1.0
2445,31.0
2446,1.0
2447,1.0
2448,31.0
2449,31.0
2450,31.0
2451,31.0
2452,31.630929753571458
2453,31.0
2457,31.0
2458,31.0
2460,31.0
2461,31.0
2462,31.0
2463,31.0
2464,31.0
2467,31.0
2468,31.0
2471,31.0
2476,31.0
2478,31.0
2480,31.0
2481,31.0
2482,1.0
2483,31.0
2484,31.0
2485,31.0
2486,31.0
2489,31.0
2490,31.0
2492,31.0
2493,31.0
2494,31.0
2495,31.0
2498,1.0
2499,1.0
2501,31.0
2506,31.0
2507,31.0
2508,31.0
2509,31.0
2512,31.0
2513,1.0
2516,31.630929753571458
2518,31.0
2519,1.0
2520,1.0
2521,1.0
2522,31.0
2523,31.0
2524,1.0
2525,31.0
2526,31.0
2527,1.0
2528,31.0
2530,1.0
2531,31.0
2532,31.0
2533,31.0
2534,31.0
2538,31.0
2539,1.0
2540,31.0
2541,31.0
2542,1.0
2543,31.0
2544,31.0
2545,31.630929753571458
2546,31.0
2547,31.0
2549,31.0
2550,1.0
2551,31.0
2553,1.0
2554,31.0
2555,31.0
2556,31.0
2557,31.0
2558,31.0
2560,31.0
2561,31.0
2562,31.0
2563,1.6309297535714575
2564,1.0
2565,31.0
2567,31.0
2568,31.0
2569,31.0
2570,1.0
2571,31.0
2572,31.0
2573,1.0
2574,1.0
2577,31.0
2578,1.0
2580,1.0
2581,31.0
2585,31.0
2586,31.0
2587,31.0
2589,31.0
2590,31.0
2592,1.0
2594,31.0
2595,1.0
2596,1.0
2597,31.0
2598,1.0
2599,31.0
2602,1.0
2604,31.0
2605,1.0
2607,31.0
2608,1.0
2610,31.0
2611,1.0
2612,31.0
2613,1.0
2615,31.0
2617,31.0
2618,31.630929753571458
2621,1.0
2625,31.0
2626,1.0
2627,1.0
2629,31.0
2630,1.0
2631,1.0
2633,31.630929753571458
2635,1.0
2637,31.0
2643,31.0
2644,31.0
2645,1.0
2646,1.0
2650,31.0
2652,31.0
2653,31.0
2654,31.0
2657,1.0
2659,1.0
2660,31.0
2661,31.0
2662,31.0
2664,31.0
2665,1.0
2666,1.0
2668,1.0
2669,1.0
2670,31.630929753571458
2671,31.0
2672,1.0
2673,31.0
2675,31.0
2676,32.13092975357146
2678,31.0
2679,31.0
2681,31.0
2683,31.0
2684,1.0
2685,31.0
2687,31.0
2688,1.0
2689,1.6309297535714575
2690,31.0
2692,1.0
2693,31.0
2694,31.0
2696,31.0
2697,1.0
2698,31.0
2701,31.0
2702,31.0
2704,31.0
2707,31.0
2708,1.0
2709,1.0
2710,31.0
2712,31.0
2713,31.0
2716,31.0
2718,1.0
2722,31.0
2723,31.0
2724,1.0
2726,1.0
2729,31.0
2731,31.0
2733,31.0
2734,31.0
2738,31.0
2740,31.0
2745,1.0
2747,31.0
2749,1.0
2751,31.0
2754,31.0
2755,31.0
2757,31.0
2758,1.0
2759,31.0
2760,31.0
2761,31.0
2762,31.0
2767,31.0
2768,31.0
2770,1.0
2771,31.0
2773,1.0
2774,31.0
2776,31.0
2777,1.0
2778,1.0
2780,31.0
2781,1.0
2782,1.0
2784,31.0
2785,31.0
2787,31.0
2790,31.0
2792,1.0
2794,31.0
2795,31.0
2797,31.0
2799,31.0
2800,31.0
2801,31.0
2802,31.0
2803,1.0
2804,1.0
2805,31.0
2810,31.0
2815,31.0
2816,31.0
2818,31.0
2819,31.0
2826,31.0
2827,31.0
2829,1.0
2830,4.8225022837394755
2832,31.630929753571458
2833,1.0
2834,31.0
2835,31.0
2836,1.0
2837,31.0
2838,31.0
2841,31.0
2845,1.0
2846,31.0
2847,31.0
2848,31.0
2849,1.0
2852,31.0
2854,1.0
2855,31.0
2856,31.0
2859,31.0
2860,31.0
2863,31.0
2864,1.0
2866,31.0
2868,31.0
2869,31.0
2872,31.0
2873,31.0
2876,31.0
2877,31.0
2878,31.0
2879,31.0
2880,31.0
2884,31.0
2887,31.630929753571458
2888,31.0
2889,31.0
2891,31.0
2892,31.630929753571458
2893,1.0
2894,31.0
2898,31.0
2899,31.0
2900,31.0
2903,31.0
2904,1.0
2905,31.0
2906,31.0
2908,31.0
2909,31.0
2911,1.0
2912,31.630929753571458
2913,1.0
2915,31.0
2916,34.54355933808834
2917,31.0
2918,31.630929753571458
2919,31.0
2920,31.0
2921,1.0
2922,31.0
2923,1.0
2925,31.0
2927,31.0
2928,1.0
2929,31.0
2931,31.0
2932,31.0
2933,31.0
2935,31.0
2936,31.0
2937,1.0
2939,31.0
2941,31.0
2942,1.0
2943,31.0
2944,31.0
2945,1.0
2946,1.0
2950,31.0
2952,1.0
2956,31.0
2958,1.0
2960,1.0
2961,31.0
2962,1.0
2963,31.0
2965,1.0
2966,31.0
2968,31.0
2969,1.0
2971,31.0
2972,31.0
2973,31.0
2975,1.0
2977,1.0
2979,31.0
2980,31.630929753571458
2981,1.0
2982,31.0
2985,31.0
2986,31.0
2987,31.0
2990,31.0
2991,1.0
2993,1.0
2994,1.0
2997,31.0
2998,31.0
2999,31.0
3000,1.0
3001,1.0
3002,31.0
3003,31.0
3004,31.0
3005,31.0
3006,31.0
3008,31.630929753571458
3009,1.0
3010,1.0
3011,31.0
3012,1.0
3015,1.6309297535714575
3016,31.0
3019,1.0
3021,31.0
3022,1.0
3024,1.0
3026,31.0
3027,31.0
3028,31.0
3030,31.0
3031,31.0
3032,31.0
3033,31.0
3034,1.0
3037,1.0
3038,1.0
3039,31.0
3040,1.0
3042,31.0
3044,31.0
3045,1.0
3046,31.0
3047,31.630929753571458
3048,1.0
3049,1.0
3055,31.0
3060,1.0
3061,31.0
3062,31.0
3064,1.0
3065,31.630929753571458
3067,31.0
3073,31.0
3075,31.0
3078,31.0
3080,1.0
3081,31.0
3082,31.0
3084,31.0
3085,31.0
3086,31.0
3087,31.0
3088,31.0
3089,1.0
3090,31.0
3091,31.0
3092,31.0
3093,31.0
3094,31.0
3095,31.0
3096,31.0
3097,1.6309297535714575
3099,1.0
3100,31.0
3102,1.0
3103,31.0
3108,31.0
3110,31.0
3112,1.0
3114,31.0
3115,31.0
3117,31.0
3119,31.0
3120,31.0
3122,31.630929753571458
3125,31.0
3128,1.0
3130,31.0
3131,1.0
3133,31.0
3137,31.0
3138,31.0
3139,31.0
3142,31.0
3146,31.0
3147,32.56160631164485
3148,1.0
3150,31.0
3152,31.0
3153,31.0
3155,31.0
3158,31.0
3160,31.0
3161,31.0
3163,31.0
3165,31.0
3166,31.0
3168,1.0
3169,31.0
3170,1.0
3171,31.0
3172,1.0
3174,31.0
3176,31.0
3177,31.0
3180,31.0
3181,31.0
3182,1.0
3184,31.0
3185,31.0
3188,31.0
3189,31.0
3190,1.0
3191,3.953464516106477
3192,31.0
3193,1.0
3194,1.0
3196,31.0
3197,1.0
3199,1.0
3200,31.0
3201,31.0
3205,31.0
3206,1.0
3207,31.0
3209,1.0
3210,1.0
3212,31.0
3214,31.0
3218,1.0
3219,31.0
3222,31.0
3223,31.0
3226,31.0
3230,31.0
3232,31.0
3234,31.0
3235,1.0
3236,31.0
3237,31.0
3238,31.0
3239,31.0
3242,31.0
3243,1.0
3244,1.0
3245,1.0
3246,31.0
3247,31.0
3248,31.0
3249,31.0
3250,1.0
3251,1.0
3252,31.0
3253,1.0
3254,1.0
3255,31.0
3256,31.0
3257,31.0
3258,31.0
3260,31.0
3262,31.0
3264,1.0
3267,31.0
3269,31.0
3270,1.0
3275,31.0
3277,31.0
3278,31.630929753571458
3280,31.0
3281,1.0
3283,1.0
3284,31.0
3285,31.0
3286,31.0
3287,31.0
3289,31.0
3290,31.0
3291,31.0
3292,31.0
3293,31.0
3294,31.630929753571458
3295,31.630929753571458
3297,1.0
3300,31.0
3301,31.0
3303,1.6309297535714575
3305,31.0
3306,31.0
3307,31.0
3308,31.0
3309,31.0
3310,1.0
3311,31.0
3312,31.0
3313,1.0
